,NOMBRE CIENTIFICO,COORDENADAS
96,Sphagnum angustifolium,"[(58.871736, 5.708779), (50.738631, 8.055102), (56.30715, 14.06978), (63.02295, 14.26839), (59.036648, 6.122801), (60.03013, 17.79768), (59.41237, 18.26439), (60.085275, 9.129991), (58.140309, 8.144656), (46.686087, -71.3098), (59.41237, 18.26439), (61.37103, 16.32174), (60.05213, 15.19454), (60.05176, 15.19675), (60.05201, 15.18583), (61.038249, 9.987999), (60.848206, 10.056478), (56.83028, 13.10449), (61.006605, 10.004079), (47.619546, 11.030086), (55.675355, 9.332299), (58.04584, 15.26578), (58.89739, 17.41041), (55.235, -2.28222), (47.23384, 8.92435), (56.89385, 15.84415), (47.146285, 15.96079), (61.650813, 4.785249), (60.078365, 24.407729), (57.64549, 26.8979), (57.644907, 26.895745), (61.566, 4.822), (56.485, 15.91854), (56.63438, 14.02903), (70.065016, 25.130208), (61.57474, 4.864287), (61.650629, 4.784697), (61.566353, 4.824375), (44.883975, -64.982567), (49.9154, 5.78783), (62.990003, 24.788027), (61.333634, 24.564539), (47.41875, 8.46565), (47.41875, 8.46565), (47.41875, 8.46565), (57.4037, 15.7784), (63.78129, 20.34634), (59.94842, 17.204), (56.2894, 13.66431), (58.05475, 15.30211), (60.61957, 17.50051), (59.823064, 10.952467), (58.867739, 6.284344), (53.001687, 108.320227), (63.6725, 22.741958), (43.931389, -69.643333), (63.30979, 13.78829), (60.225299, 11.971417), (60.227039, 11.972656), (62.477832, 6.571985), (70.757689, 147.250227), (56.575198, 84.955876), (57.034942, 82.068495), (57.034942, 82.068495), (57.132461, 10.03898), (57.132469, 10.037989), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132642, 10.03882), (57.132909, 10.039158), (57.132646, 10.038324), (57.13291, 10.038993), (57.132287, 10.038314), (61.649196, 24.098368), (61.840357, 23.390667), (59.10084, 27.46832), (57.939575, 27.3182), (59.0603, 27.25391), (66.01745, 20.86208), (65.83416, 22.18138), (64.95817, 17.74081), (64.87192, 17.88234), (64.82559, 18.01155), (64.88801, 17.93692), (64.87916, 17.95698), (65.77314, 15.09375), (65.77276, 15.16571), (64.71624, 14.70566), (64.69373, 14.69291), (64.70595, 14.69107), (64.71011, 14.59808), (64.7186, 14.61914), (64.70549, 14.65327), (64.68488, 14.77073), (59.33306, 18.24361), (67.0894, 20.7176), (67.08995, 20.72226), (67.08958, 20.72682), (63.91095, 12.74461), (63.91591, 12.67138), (63.91262, 12.65516), (58.19414, 13.49747), (58.19452, 13.49482), (55.774188, 37.283128), (55.548772, 8.148699), (55.548775, 8.149175), (55.548238, 8.149503), (55.548327, 8.149343), (55.548324, 8.148867), (56.376377, 9.144915), (56.376466, 9.145077), (56.376555, 9.146211), (56.376464, 9.147182), (56.376553, 9.147506), (56.376459, 9.151554), (55.094693, 15.047969), (56.375826, 9.154304), (56.376278, 9.152039), (56.376462, 9.148478), (55.934261, 9.355031), (56.451879, 8.909196), (65.851381, 30.044682), (61.991601, 25.129403), (61.382131, 24.704121), (61.284631, 24.760984), (61.33703, 24.800497), (61.360318, 24.796746), (61.428862, 24.673549), (61.360304, 24.796769), (61.287962, 23.931528), (46.88283, 7.86502), (59.211757, 27.717963), (63.43393, 15.08753), (63.44002, 15.08677), (63.43866, 15.0844), (63.43908, 15.0867), (63.4513, 15.12628), (63.45175, 15.12868), (63.45314, 15.10058), (63.45185, 15.09299), (63.45286, 15.08876), (63.45432, 15.09424), (63.45304, 15.09817), (63.45478, 15.09533), (62.85756, 14.12331), (62.847, 14.14012), (62.86499, 14.13262), (62.87198, 14.16602), (62.85921, 14.08835), (62.86369, 14.09959), (62.86808, 14.0839), (62.84757, 14.12811), (62.85149, 14.12533), (62.8623, 14.14397), (62.86918, 14.14123), (62.85456, 14.09766), (62.86772, 14.10947), (62.87229, 14.09407), (58.03461, 15.63252), (65.91857, 21.56195), (63.31473, 12.51802), (67.22875, 22.37165), (67.22875, 22.37165), (67.15005, 22.23952), (67.15005, 22.23952), (66.55469, 21.96949), (66.55469, 21.96949), (68.19988, 21.76236), (67.79926, 21.73784), (67.54534, 21.70437), (67.6216, 22.1851), (67.59689, 22.28762), (67.43324, 23.70198), (68.01799, 23.44707), (68.31329, 22.91429), (68.31621, 22.20926), (57.026302, 84.914119), (48.39014, -89.331413), (46.30834, -83.24416), (46.391983, -83.255207), (43.67946, -73.788383), (56.011296, 9.40273), (56.01121, 9.401607), (56.01121, 9.401767), (56.011389, 9.401769), (56.010667, 9.402724), (56.011029, 9.401926), (56.0113, 9.401447), (56.011301, 9.401126), (56.011212, 9.400965), (56.011392, 9.400967), (55.782342, 12.039328), (60.05811, 24.00065), (60.151975, 23.920633), (61.321112, 24.894324), (61.38013, 24.740043), (61.403254, 24.598697), (61.445291, 24.772087), (61.294071, 24.84762), (61.434719, 24.845757), (61.463905, 24.820111), (61.283985, 24.652283), (61.285018, 24.646777), (59.07524, 18.41576), (59.17618, 18.2576), (59.95658, 14.43312), (59.81056, 18.51762), (62.7349, 17.32918), (62.73439, 17.32589), (59.42027, 18.22507), (58.97197, 14.6882), (58.99164, 14.67517), (59.10789, 14.70895), (59.30924, 14.37872), (59.31335, 14.42792), (59.35784, 14.45971), (65.96487, 17.23669), (65.91122, 17.37926), (65.47998, 18.8838), (65.68901, 19.94145), (67.35161, 23.01388), (66.94474, 21.82789), (66.93912, 21.0011), (66.93912, 21.0011), (66.6346, 21.11916), (66.6346, 21.11916), (65.93736, 21.54426), (67.30349, 23.37912), (67.42228, 23.42311), (67.42882, 23.45591), (54.695191, 26.885593), (47.565021, 10.369074), (56.064506, 9.57883), (56.054294, 9.645152), (56.054117, 9.644507), (56.054026, 9.644827), (56.449966, 10.484947), (56.450659, 10.487083), (56.450931, 10.486932), (56.455188, 10.506408), (56.461892, 10.487035), (56.061502, 9.567865), (56.038089, 9.539433), (56.038176, 9.539916), (56.038267, 9.539757), (55.126026, 12.001673), (56.450409, 10.485451), (56.450573, 10.486755), (56.44988, 10.484619), (56.450929, 10.487094), (56.449874, 10.485106), (55.384731, 12.014146), (55.385305, 12.012769), (55.385129, 12.012597), (56.454749, 10.50558), (56.456883, 10.507449), (56.053755, 9.644983), (56.054571, 9.643551), (56.063286, 9.322168), (55.994921, 9.45569), (55.99465, 9.456168), (55.994829, 9.45617), (55.994829, 9.45633), (55.994469, 9.456486), (55.994918, 9.456491), (56.516602, 8.939707), (56.516513, 8.941658), (56.51636, 8.942324), (56.063902, 9.573521), (56.042418, 9.535641), (56.041878, 9.535794), (55.827491, 12.563092), (55.827689, 12.562471), (55.82663, 12.5587), (55.827931, 12.563451), (55.827657, 12.563586), (55.827462, 12.561012), (55.825919, 12.56151), (55.826361, 12.558675), (55.778128, 12.48347), (55.778451, 12.484775), (55.778106, 12.484266), (55.778612, 12.485428), (55.991227, 12.464132), (55.991035, 12.464596), (55.991142, 12.463964), (55.990949, 12.464428), (55.991048, 12.464116), (55.990954, 12.464268), (55.990958, 12.464108)]"
97,Sphagnum antioquiense,"[(6.75, -75.5), (6.75, -75.5), (6.75, -75.5), (6.75, -75.5)]"
98,Sphagnum boomii,"[(5.083333, -59.833333), (5.08, -59.83), (5.08333, -59.83333)]"
99,Sphagnum boyacanum,"[(6.0, -72.58), (6.0, -72.58), (6.0, -72.58)]"
100,Sphagnum capillaceum,"[(52.1341, -127.8233), (42.608779, 1.057907), (42.608779, 1.057907), (43.747222, -69.808333), (49.67, -123.25), (49.666667, -123.25), (46.916796, -116.3925), (47.783333, -122.883333), (47.741667, -124.25), (47.741667, -124.25), (44.826111, -68.077222), (48.2721, -116.2354), (48.78583, -116.88833), (47.77833, -117.01778), (44.033333, -64.733333), (44.4, -65.2), (49.45, -123.2), (49.45, -123.2), (49.4, -123.2), (50.2, -127.8), (51.4, -120.6), (52.1, -121.9), (52.1, -121.6), (0.6, -124.5), (53.71, -122.8), (48.4, -54.0), (52.79, -119.31), (50.216667, -127.8), (50.166667, -127.75), (50.166667, -127.75), (50.166667, -127.75), (50.2, -127.8), (50.2, -127.8), (43.112106, -83.249714), (43.112106, -83.249714), (52.54, -125.5), (52.5, -125.6), (52.4, -123.3), (45.06667, -64.63333), (45.066667, -64.633333), (45.1, -64.6), (40.75, -77.81666), (40.729167, -70.758333), (49.4, -123.0), (38.069588, -78.518997), (65.383333, -145.95), (54.516667, -128.666667), (55.683333, -129.366667), (40.733333, -77.766667), (44.640432, -85.154642), (45.166667, -70.366667), (44.158333, -74.783333), (42.158432, -71.144773), (44.0, -74.0), (47.222685, -95.082782), (53.466667, -102.083333), (52.616667, -104.233333), (54.35, -104.55), (65.166667, -147.866667), (47.229202, -95.028067), (47.229202, -95.028067), (45.933333, -65.933333), (42.179551, -70.810542), (42.19619, -71.105313), (53.2, -117.0), (69.0, -137.3), (41.620558, -77.328379), (41.619151, -77.331243), (41.503729, -77.567708), (44.25, -71.366667), (43.394067, -90.242904), (54.283333, -119.85), (67.416667, -153.716667), (58.2, -129.8), (65.333, -140.1), (50.4, -126.5), (50.4, -126.5), (67.883333, -155.083333), (68.183333, -154.15), (67.883333, -155.083333), (68.483333, -154.05), (49.3, -122.9), (40.055, -83.7785), (48.833333, -78.5), (48.8, -78.5), (48.8, -78.5), (48.8, -78.5), (65.483333, -145.416667), (42.413069, -83.794132), (42.413069, -83.794132), (48.816667, -78.516667), (48.6, -124.3), (50.516667, -64.5), (48.8, -78.5), (58.7, -122.7), (58.7, -122.7), (58.7, -122.8), (45.607601, -84.596298), (53.6, -132.2), (45.660682, -84.392479), (48.9, -89.9), (45.5916, -84.669528), (53.6, -64.316667), (53.6, -64.316667), (43.136533, -78.01236), (42.245869, -84.401346), (45.333333, -121.75), (38.539556, -75.055181), (46.790278, -71.028611), (45.499519, -84.066667), (45.499519, -84.066667), (45.616667, -64.95), (45.616667, -64.95), (45.6, -65.0), (39.445723, -123.805294), (45.4, -72.1), (56.502045, 14.112011), (4.70306, -73.8989), (42.675053, -85.4787), (4.703056, -73.898889), (45.1, -64.6), (42.660207, -85.496516), (56.28, -110.8), (51.5, -115.1), (34.482999, -85.783508), (47.45545, -84.48933), (64.58, -138.25)]"
101,Sphagnum cleefii,"[(-25.783333, -49.7), (-22.383333, -44.683333), (5.72, -72.93), (5.72, -72.93), (5.72, -72.93)]"
102,Sphagnum curvatulum,"[(4.566667, -73.983333), (4.566667, -73.983333), (4.566667, -73.983333), (2.55, -76.15), (2.5, -76.4), (0.75, -77.9), (-2.9, -79.33333), (0.75, -77.9), (-2.9, -79.33333), (-12.47, -72.88), (-12.47, -72.88), (-12.47, -72.88)]"
103,Sphagnum diblastoides,"[(5.75, -75.233333), (5.75, -75.233333), (5.75, -75.23), (5.75, -75.23), (5.75, -75.23)]"
104,Sphagnum falcatulum,"[(-50.580417, 166.153305), (-42.368122, -72.408928), (-34.679411, 150.703952), (-39.506174, 176.225979), (-37.830937, 146.289628), (-42.122619, 145.870087), (-54.732688, -68.199938), (-35.630104, 173.659347), (-46.208376, 167.843335), (-35.009256, 150.841675), (-29.137778, -51.153889), (-29.137778, -51.153889), (-32.4, 152.475139), (-32.4, 152.475139), (-41.879373, -73.667188), (-41.024611, 148.305778), (-28.715278, -50.326944), (-28.715278, -50.326944), (-37.8967, 145.8676), (-33.883411, 151.190552), (-55.963169, -67.228729), (-39.791111, -73.216389), (-40.207444, -73.400611), (-40.207444, -73.400611), (-36.920762, 174.540979), (-28.60742, 153.56551), (-36.927833, 174.691944), (-36.927403, 174.693285), (-36.927949, 174.534237), (-42.80165, 171.149596), (-43.249222, 170.20575), (-37.455865, 175.552388), (-36.143333, 148.3575), (-45.506325, 167.700534), (-55.957751, -67.263315), (-33.753333, 151.086389), (-37.8976, 145.5816), (-55.9603, -67.2303), (-55.845482, -67.552598), (-55.5339, -68.0903), (-55.8369, -67.5683), (-55.5797, -67.6122), (-55.8369, -67.5683), (-55.8231, -67.0961), (-46.552806, 169.494528), (-55.8722, -67.1203), (-55.5814, -67.6075), (-54.8811, -70.9997), (-55.2311, -68.2397), (-55.7383, -67.4603), (-55.5339, -68.0903), (-55.82393, -67.094954), (-55.5814, -67.6075), (-55.8331, -67.5842), (-55.8458, -67.5544), (-55.711509, -67.383122), (-55.534071, -68.090343), (-55.5339, -68.0903), (-55.8369, -67.5683), (-55.8233, -67.0947), (-55.8231, -67.0961), (-46.552806, 169.494528), (-55.534071, -68.090343), (-55.845482, -67.552598), (-55.82393, -67.094954), (-55.711509, -67.383122), (-55.534071, -68.090343), (-55.534071, -68.090343), (-55.845482, -67.552598), (-55.845482, -67.552598), (-55.845482, -67.552598), (-55.82393, -67.094954), (-55.82393, -67.094954), (-55.82393, -67.094954), (-55.711509, -67.383122), (-55.711509, -67.383122), (-55.711509, -67.383122), (-41.88304, -73.66873), (-37.426028, 175.72125), (-54.9914, -69.7572), (-55.0781, -69.0669), (-55.17343, -68.74379), (-55.1786, -67.8803), (-55.29927, -68.66148), (-55.0864, -67.0814), (-54.629167, 158.895), (-54.498611, 158.889444), (-54.498611, 158.889444), (-42.89, 147.220556), (-54.640556, 148.883333), (-54.640556, 158.883333), (-54.63, 158.898611), (-54.63, 158.898611), (-54.558333, 158.875), (-54.6292, 158.895), (-54.558333, 158.875), (-54.640556, 158.883333), (-42.889889, 147.220667), (-54.629167, 158.895), (-41.62917, 158.895), (-54.8, 158.89861), (-54.558333, 158.875), (-43.827505, 172.881193), (-39.226989, 175.3782145), (-55.0086, -69.1908), (-55.02, -69.18), (-37.291389, 176.268056), (-54.93988, -69.15891), (-54.94084, -70.15243), (-54.99256, -69.47585), (-54.99345, -69.47493), (-54.94131, -70.15272), (-54.96583, -69.53846), (-54.99256, -69.47585), (-55.0058, -69.2036), (-55.0086, -69.1908), (-55.16336, -69.51688), (-54.9389, -69.16), (-55.0086, -69.1908), (-55.16187, -69.51789), (-55.03218, -69.61062), (-54.9389, -69.16), (-54.9408, -70.1756), (-54.9408, -70.1756), (-54.978, -69.348), (-55.1003, -69.8311), (-54.95983, -70.24363), (-54.9806, -69.3536), (-55.03497, -69.80532), (-55.005833, -69.203611), (-37.291389, 176.268056), (-54.94131, -70.15272), (-54.98144, -69.76306), (-53.4362, -71.30367), (-54.97707, -69.68055), (-53.6539, -70.9882), (-54.99278, -70.86561), (-54.97, -69.6647), (-54.99278, -70.86561), (-54.9694, -69.8108), (-53.43424, -71.3084), (-53.43424, -71.3084), (-54.4592, -71.3864), (-54.5725, -71.9945), (-53.1606, -71.0167), (-54.5744, -71.9972), (-54.5714, -71.9937), (-54.4581, -71.3861), (-54.5744, -71.9972), (-54.4592, -71.3864), (-54.5744, -71.9972), (-54.4581, -71.3861), (-54.459166, -71.386388), (-54.7379, -71.5686), (-54.7364, -71.5704), (-54.51, -71.34), (-54.7367, -71.5694), (-41.433333, 145.983333), (-41.433333, 145.983333), (-41.433333, 145.983333), (-34.913611, 173.215833), (-42.34, -73.63), (-42.34, -73.63), (-42.34, -73.63), (-42.34, -73.63), (-42.34, -73.63), (-42.34, -73.63), (-42.34, -73.63), (-41.1875, 148.009167), (-41.1875, 148.0092), (-41.1875, 148.009171), (-34.4495405, 172.9502046), (-34.451444, 172.950556), (-42.05, -73.99), (-41.87, -73.66), (-41.8797, -73.6686), (-42.05, -73.99), (-41.87, -73.66), (-42.05, -73.99), (-42.05, -73.99), (-42.05, -73.99), (-41.93, -73.57), (-41.87, -73.66), (-41.93, -73.57), (-41.87, -73.66), (-41.87, -73.66), (-41.87, 0.0), (-42.05, -73.99), (-42.05, -73.99), (-42.05, -73.99), (-40.87, -73.66), (-42.052778, -73.998889), (-41.879722, -73.668611), (-42.22, -73.54), (-42.75, -73.78), (-42.75, -73.78), (-42.75, -73.78), (-42.75, -73.78), (-42.34, -73.63), (-42.75, -73.78), (-41.88, -73.66), (-41.93, 0.0), (-41.93, -73.57), (-41.87, -73.66), (-54.610253, 158.901133), (-54.630694, 158.894722), (-54.626919, 158.901133), (-54.630708, 158.894717), (-54.630694, 158.894722), (-54.630694, 158.894722), (-54.630708, 158.894717), (-54.626919, 158.901133), (-54.630708, 158.894717), (-54.630694, 158.894722), (-54.626917, 158.901139), (-54.630708, 158.894717), (-54.626919, 158.901133), (-54.626919, 158.901133), (-54.630694, 158.894722), (-54.626919, 158.901133), (-54.630694, 158.894722), (-54.626917, 158.901139), (-54.630708, 158.894717), (-54.630708, 158.894717), (-54.626917, 158.901139), (-54.626917, 158.901139), (-54.626917, 158.901139), (-54.626917, 158.901139), (-54.631136, 158.896406), (-54.631136, 158.896406), (-54.631136, 158.896406), (-54.631136, 158.896406), (-54.631139, 158.896417), (-54.631139, 158.896417), (-54.631139, 158.896417), (-54.631139, 158.896417), (-54.631136, 158.896406), (-26.458333, 153.091667), (-54.631139, 158.896417), (-54.631136, 158.896406), (-54.631139, 158.896417), (-44.016667, 168.733333), (-42.683333, 171.166667), (-45.733333, 167.35), (-43.35, 170.05), (-45.733333, 167.35), (-45.55, 167.683333), (-42.55, 171.65), (-43.35, 170.05), (-45.733333, 167.35), (-42.9, 171.566667), (-42.916667, 171.55), (-44.8, 168.116667), (-42.916667, 171.55), (-42.916667, 178.75), (-42.9, 171.566667), (-41.866667, -73.65), (-41.866667, -73.65), (-41.85, -73.65), (-41.85, -73.65), (-41.85, -73.65), (-54.266667, -68.7), (-54.266667, -68.7), (-54.266667, -68.7), (-41.866667, -73.65), (-54.266667, -68.7), (-41.866667, -73.65), (-41.866667, -73.65), (-26.458333, 153.091667), (-27.494722, 153.432222), (-46.578806, 169.439861), (-27.494722, 153.432222), (-27.494722, 153.432222), (-46.486435, 168.587975), (-48.1442, -73.1231), (-42.737556, 146.423639), (-42.737556, 146.423639), (-42.777083, 145.981778), (-42.775583, 145.983167), (-42.775583, 145.983167), (-42.775583, 145.983167), (-42.775556, 145.983056), (-42.775583, 145.983167), (-42.775583, 145.983167), (-42.775583, 145.983167), (-42.737556, 146.423639), (-42.737556, 146.423639), (-42.7375, 146.423611), (-42.775583, 145.977611), (-42.775583, 145.977611), (-42.7375, 146.423611), (-42.738, 146.424), (-42.74025, 146.595972), (-42.777, 145.982)]"
105,Sphagnum imperforatum,"[(6.08, -75.42), (6.08333, -75.41667), (6.08, -75.42), (6.083333, -75.416667), (6.08, -75.41), (6.091667, -75.425), (6.083333, -75.416667), (6.083333, -75.416667), (6.083333, -75.416667), (6.083333, -75.416667), (5.935556, -73.076944)]"
106,Sphagnum laxirameum,"[(5.1, -74.1), (5.1, -74.1), (5.108333, -74.108333), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1), (5.1, -74.1)]"
107,Sphagnum lewisii,"[(6.033333, -73.2), (6.03333, -73.2)]"
108,Sphagnum ornatum,"[(3.93011, -56.18989), (-14.704167, -39.602778), (-0.788333, -66.020833), (0.791667, -66.016944), (0.788611, -66.021111), (0.874722, -63.3425), (-0.319444, -66.833889), (-0.319444, -66.833889), (-0.319444, -66.833889), (-0.319444, -66.833889), (-11.633333, -40.883333), (-23.6572, -46.0317), (-11.65, -40.883333), (-11.65, -40.883333), (-11.65, -40.883333), (-11.65, -40.916667), (-11.65, -40.883333), (-22.468889, -44.446667), (-22.4689, -44.4467), (-22.468889, -44.446667), (-22.468889, -44.446667), (-3.366667, -78.333333), (-3.36666, -78.33333), (-13.25, -41.92), (5.0, -63.0), (5.0, -63.0), (5.0, -63.0), (-19.0, -43.633333), (5.766667, -66.2), (5.76667, -66.2), (0.86667, -66.08333), (0.827778, -65.983333), (0.827778, -65.983333), (0.827778, -65.983333), (0.827778, -65.983333), (0.827778, -65.983333), (0.8, -66.0), (5.266667, -60.716667), (0.7986438, -66.0014182), (0.86667, -66.08333), (0.9, -66.06667), (0.9, -66.06667), (0.86667, -66.08333), (0.9, -66.06667), (0.86667, -66.08333), (0.86667, -66.08333), (0.86667, -66.08333), (0.866667, -66.083333), (0.866667, -66.083333), (0.898641, -66.0681179), (0.8736418, -66.084718), (0.898641, -66.0681179), (0.8736418, -66.084718), (0.8736418, -66.084718), (0.88, -65.93), (3.42, -65.67), (3.83, -65.33), (3.83, -65.33), (3.42, -65.67), (3.833333, -65.333333), (3.58, -65.33), (3.58, -65.33), (3.58, -65.33), (3.58, -65.33), (3.58, -65.33), (3.58, -65.33), (3.62, -65.35), (4.6944, -64.2222), (4.775, -63.9181), (0.8, -66.0), (0.8, -66.0), (3.25, -73.916667), (3.58, -65.33), (3.58, -65.33), (3.58, -65.33)]"
