,scientific_name,locations
201,Aniba perutilis,"[(4.006467, -76.490986), (4.006467, -76.490986), (4.006467, -76.490986), (4.006467, -76.490986), (4.006467, -76.490986), (4.014305, -76.479318), (4.007154, -76.477942), (4.007154, -76.477942), (4.006092, -76.477733), (4.00245, -76.475709), (1.638609, -76.042086), (4.749008, -75.402926), (1.777152, -76.292137), (3.77017, -72.497174), (-11.78, -74.28), (3.760018, -72.455395), (3.91372, -72.475428), (1.635902, -76.382047), (5.748987, -75.748306), (5.748987, -75.748306), (5.748987, -75.748306), (5.748987, -75.748306), (5.753049, -75.753701), (5.753049, -75.753701), (5.743005, -75.748593), (5.750472, -75.748886), (5.734488, -75.743576), (5.734488, -75.743576), (5.734488, -75.743576), (5.734488, -75.743576), (5.734488, -75.743576), (5.734488, -75.743576), (5.734488, -75.743576), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.166017, -76.333967), (4.198944, -76.065611), (4.198944, -76.065611), (4.166017, -76.333967), (4.4879, -75.385), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (5.753054, -75.734635), (5.753054, -75.734635), (5.752591, -75.740358), (5.756183, -75.742483), (5.744613, -75.739361), (5.744742, -75.739393), (5.744738, -75.739279), (5.744744, -75.739381), (5.744747, -75.73938), (5.744774, -75.73919), (5.744757, -75.739183), (5.744834, -75.739213), (5.744885, -75.739176), (5.744856, -75.739099), (5.74503, -75.739036), (5.745051, -75.738399), (5.745003, -75.738468), (5.745131, -75.738489), (5.745097, -75.738524), (5.744971, -75.738599), (5.745023, -75.738613), (5.745149, -75.73865), (5.745184, -75.738627), (5.745262, -75.738855), (5.745358, -75.738783), (5.745401, -75.738733), (5.745419, -75.738751), (5.745287, -75.73862), (5.74524, -75.738661), (5.745113, -75.738542), (5.745121, -75.738499), (5.745224, -75.738455), (5.7452, -75.738243), (5.745005, -75.738163), (5.745041, -75.738666), (5.745337, -75.738595), (5.745308, -75.738872), (5.74536, -75.738831), (5.745292, -75.73889), (5.745136, -75.738765), (5.74519, -75.738752), (5.745304, -75.738965), (5.745181, -75.738986), (5.745216, -75.739036), (5.745106, -75.738907), (5.745232, -75.73934), (5.745299, -75.739457), (5.745163, -75.73941), (5.744955, -75.739433), (5.744931, -75.739467), (5.744926, -75.739479), (5.744887, -75.73946), (5.745068, -75.739518), (5.745115, -75.739486), (5.745197, -75.739488), (5.745071, -75.739528), (5.744983, -75.739582), (5.745094, -75.739516), (5.745113, -75.739258), (5.745116, -75.739306), (5.745067, -75.739183), (5.745035, -75.739176), (5.745105, -75.739184), (5.745084, -75.739138), (5.745072, -75.739032), (5.745098, -75.73916), (5.745069, -75.738985), (5.745055, -75.739061), (5.745076, -75.739086), (5.745078, -75.739079), (5.745017, -75.739177), (5.745051, -75.739213), (5.745022, -75.739225), (5.745002, -75.739214), (5.744967, -75.739327), (5.744991, -75.739369), (5.744956, -75.739317), (5.744953, -75.739253), (5.744837, -75.739309), (5.744816, -75.739311), (5.744882, -75.73937), (5.744864, -75.739403), (5.744866, -75.739395), (5.744776, -75.739567), (5.744756, -75.73958), (5.744707, -75.739603), (5.745181, -75.739375), (5.745156, -75.739107), (5.74515, -75.73901), (5.744977, -75.739016), (5.745053, -75.739013), (5.745206, -75.739085), (5.74515, -75.739108), (5.745218, -75.739046), (5.744386, -75.740287), (5.744608, -75.739994), (5.744602, -75.740045), (5.744661, -75.739998), (5.744684, -75.740037), (5.744516, -75.740477), (5.744537, -75.740581), (5.744568, -75.740486), (5.744525, -75.740489), (5.744507, -75.740429), (5.74452, -75.740428), (5.744551, -75.740455), (5.74456, -75.740349), (5.744592, -75.740441), (5.744625, -75.740399), (5.74461, -75.740408), (5.744668, -75.740343), (5.744684, -75.740364), (5.744723, -75.740511), (5.74459, -75.740212), (5.744567, -75.740204), (5.744556, -75.740246), (5.744542, -75.740288), (5.744735, -75.74011), (5.744682, -75.740126), (5.744625, -75.740141), (5.74469, -75.740011), (5.744728, -75.739936), (5.744729, -75.739968), (5.74467, -75.739669), (5.744825, -75.739777), (5.744869, -75.739799), (5.744803, -75.739857), (5.744772, -75.739933), (5.744718, -75.740011), (5.744756, -75.739963), (5.744795, -75.740115), (5.744991, -75.740362), (5.744724, -75.740422), (5.746962, -75.740935), (5.747211, -75.737299), (5.747298, -75.737181), (5.747996, -75.736007), (5.747926, -75.735862), (5.747947, -75.735935), (5.747932, -75.735889), (5.747907, -75.735824), (5.74784, -75.73576), (5.747897, -75.735714), (5.74794, -75.735797), (5.748061, -75.735865), (5.74804, -75.735851), (5.748138, -75.735874), (5.748127, -75.735874), (5.74822, -75.735851), (5.74817, -75.735719), (5.74811, -75.735761), (5.748043, -75.735788), (5.747973, -75.735673), (5.748039, -75.735673), (5.748111, -75.735617), (5.748197, -75.735606), (5.74821, -75.735593), (5.748202, -75.735637), (5.748213, -75.735648), (5.748232, -75.735706), (5.748191, -75.735554), (5.74778, -75.735607), (5.747704, -75.735756), (5.747668, -75.735951), (5.747579, -75.735861), (5.747496, -75.735821), (5.747379, -75.735966), (5.747331, -75.735948), (5.747203, -75.735659), (5.747126, -75.735608), (5.747244, -75.735695), (5.747369, -75.735639), (5.747385, -75.735693), (5.747399, -75.73576), (5.747398, -75.735776), (5.747399, -75.735677), (5.747384, -75.735673), (5.74744, -75.735587), (5.747495, -75.73581), (5.747597, -75.735753), (5.7478, -75.735836), (5.747572, -75.735516), (5.747448, -75.735236), (5.747448, -75.735267), (5.747609, -75.735212), (5.747514, -75.735029), (5.747426, -75.735132), (5.748543, -75.735861), (5.748724, -75.735868), (5.749237, -75.735998), (5.749247, -75.735893), (5.748496, -75.735648), (5.748519, -75.735602), (5.748364, -75.735471), (5.748165, -75.735429), (5.746462, -75.739587), (5.746881, -75.739275), (5.745988, -75.740185), (5.747872, -75.735806), (5.745959, -75.740053), (5.745661, -75.739928), (5.027113, -76.013177), (1.765126, -76.307001), (1.619736, -76.291739), (1.746366, -76.34108), (6.67956, -73.46122), (6.826992, -73.390011), (6.827833, -73.388556), (6.827292, -73.389489), (6.827544, -73.389639), (6.828661, -73.38885), (6.850081, -73.360981), (6.849353, -73.361703), (6.849353, -73.361703), (6.850081, -73.360981), (6.850081, -73.360981), (6.849722, -73.362236), (6.849722, -73.362236), (6.850081, -73.360981), (6.849353, -73.361703), (6.849353, -73.361703), (6.850081, -73.360981), (6.849353, -73.361703), (6.849353, -73.361703), (6.850164, -73.362739), (6.8496, -73.362822), (6.850164, -73.362739), (6.848978, -73.363636), (6.8496, -73.362822), (6.849156, -73.363189), (6.848978, -73.363636), (6.849722, -73.362236), (6.848978, -73.363636), (6.850164, -73.362739), (6.8496, -73.362822), (6.849722, -73.362236), (6.848978, -73.363636), (6.850164, -73.362739), (6.8496, -73.362822), (6.849156, -73.363189)]"
202,Aniba rosaeodora,"[(-0.449167, -52.823333), (-0.478889, -52.782222), (-1.75, -48.72), (-2.441111, -54.596111), (-2.441389, -54.595833), (-2.441389, -54.596111), (-2.441111, -54.596111), (-2.441389, -54.596111), (-2.441389, -54.595833), (-2.441389, -54.595833), (-2.441111, -54.596111), (-2.441389, -54.596111), (-2.509167, -54.946944), (-2.856667, -54.958889), (-2.856667, -54.958889), (-2.856667, -54.958889), (-2.509167, -54.946944), (-2.856667, -54.958889), (-2.856667, -54.958889), (-2.509167, -54.946944), (-2.856667, -54.958889), (-2.856667, -54.958889), (-2.856667, -54.958889), (-2.856667, -54.958889), (-3.340161, -55.637986), (-9.178, -45.923444), (-3.905278, -58.103611), (-3.901111, -58.101667), (-3.91, -58.101667), (-3.910556, -58.103056), (-3.910556, -58.103056), (-3.910833, -58.1025), (-3.910278, -58.103056), (-3.910556, -58.103056), (-3.910556, -58.101111), (-3.909444, -58.100833), (-3.909444, -58.100833), (-3.910556, -58.101111), (-3.793056, -58.073056), (-3.844444, -58.066389), (-3.848889, -58.043333), (-3.851667, -58.045), (-3.880556, -58.140278), (-3.878056, -58.14), (-3.878056, -58.14), (-3.884167, -58.140833), (-3.884444, -58.141111), (-3.892222, -58.049167), (-3.877222, -58.045833), (-3.877222, -58.045833), (-3.88, -58.044167), (-3.88, -58.043889), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-2.5, -55.1), (-3.053611, -54.981111), (-3.0675, -54.993056), (-3.0675, -54.993056), (-3.0675, -54.993056), (-3.053056, -54.981667), (-2.4431, -54.7083), (0.948019, -76.506844), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.883333, -59.97), (-2.883333, -59.97), (-2.407222, -59.761111), (-2.407222, -59.761111), (2.51, -54.75), (5.13, -52.68), (-2.883333, -59.97), (-2.955, -59.928056), (-2.95487, -59.928188), (-2.407222, -59.727778), (-2.4072, -59.7278), (-2.883333, -59.97), (-2.883333, -59.97), (7.0758, -65.9119), (0.83, -66.03), (-4.366667, -58.666667), (-4.366667, -58.666667), (-4.366667, -58.666667), (-4.37, -58.67), (-4.366667, -58.666667), (-0.17, -51.62), (1.0, -52.0), (0.17, -51.62), (0.17, -51.62), (0.166667, -51.616667), (1.0, -52.0), (-0.17, -51.62), (-0.17, -51.62), (0.17, -51.62), (0.17, -51.62), (-0.166667, -51.616667), (0.17, -51.62), (0.17, -51.62), (0.166667, -51.616667), (0.166667, -51.616667), (-9.166667, -63.116667), (-3.466667, -64.98), (-3.300556, -64.780833), (-3.300643, -64.780916), (3.62, -53.22), (3.61, -53.2), (3.616667, -53.2), (-3.466667, -64.983333), (-3.466667, -64.983333), (-2.433333, -59.8), (-2.883333, -59.97), (-1.1325, -57.028056), (-1.1325, -57.0281), (-4.0, -75.0), (-4.0, -75.0), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-1.882808, -60.072834), (-1.882778, -60.072778), (-4.0, -53.0), (-2.883333, -59.97), (-5.5, -50.25), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.883333, -59.97), (-2.941944, -59.282778), (-2.941843, -59.282674), (-2.942012, -59.282763), (-2.941944, -59.282778), (-2.941944, -59.282778), (-2.942012, -59.282763), (-2.929444, -59.228333), (-2.929369, -59.228239), (-2.873333, -59.368056), (-2.873243, -59.368057), (-3.085923, -59.991424), (-3.085833, -59.991389), (-0.02851, -75.47196), (-2.883333, -59.97), (-2.637675, -59.631364), (-2.637778, -59.631389), (-2.637778, -59.631389), (-2.637675, -59.631364), (-3.101944, -60.025), (-3.1052811, -60.0262054), (-5.0, -63.0), (-3.166667, -60.05), (-3.1052811, -60.0262054), (-3.101944, -60.025), (-2.883333, -59.97), (4.55, -52.15), (5.85, -55.15), (-0.55, -52.55)]"
203,Licaria tenuifolia,[]
204,Ocotea antioquiensis,"[(6.832831, -73.373647), (6.832381, -73.373511), (6.832381, -73.373511), (6.832831, -73.373647), (6.832644, -73.373275), (6.832392, -73.372639), (6.832392, -73.372639), (6.832392, -73.372639), (6.832831, -73.373647), (6.832381, -73.373511), (6.832831, -73.373647), (6.832392, -73.372639), (6.832392, -73.372639), (6.832392, -73.372639), (6.832381, -73.373511), (6.832644, -73.373275), (6.832492, -73.373839), (6.832492, -73.373839), (6.832644, -73.373275), (6.832461, -73.372958), (6.832461, -73.372958), (6.832381, -73.373511), (6.832831, -73.373647), (6.832831, -73.373647), (6.832492, -73.373839), (6.832381, -73.373511), (6.832644, -73.373275), (6.832392, -73.372639), (6.832392, -73.372639), (6.832392, -73.372639), (6.832644, -73.373275), (6.832461, -73.372958), (6.832461, -73.372958), (6.832644, -73.373275), (6.832461, -73.372958), (6.832461, -73.372958), (6.832392, -73.372639), (6.832381, -73.373511), (6.832644, -73.373275), (6.832381, -73.373511), (6.832644, -73.373275), (6.832461, -73.372958), (6.832392, -73.372639), (6.832461, -73.372958), (6.832392, -73.372639), (6.832831, -73.373647), (6.832492, -73.373839), (6.832831, -73.373647), (6.849156, -73.363189), (6.849156, -73.363189), (6.849156, -73.363189), (6.850164, -73.362739), (6.850164, -73.362739), (6.848978, -73.363636), (6.849722, -73.362236), (6.849722, -73.362236), (6.850164, -73.362739), (6.8496, -73.362822), (6.8496, -73.362822), (6.8496, -73.362822), (6.848978, -73.363636), (6.848978, -73.363636), (6.849722, -73.362236), (6.850081, -73.360981), (6.850081, -73.360981), (6.850081, -73.360981), (6.850081, -73.360981), (6.848919, -73.361297), (6.848919, -73.361297), (6.849353, -73.361703), (6.849353, -73.361703), (6.849353, -73.361703), (6.848919, -73.361297), (6.849247, -73.360894), (6.850081, -73.360981), (6.850081, -73.360981), (6.847056, -73.360764), (6.847167, -73.361194), (6.849169, -73.360147), (6.848986, -73.360469), (6.847544, -73.359394), (6.847544, -73.359394), (6.847875, -73.360856), (6.848317, -73.361383), (6.848317, -73.361383), (6.848725, -73.359783), (6.848725, -73.359783), (6.849325, -73.362497), (6.849325, -73.362497), (6.847461, -73.358697), (6.847461, -73.358697), (6.847761, -73.361417), (6.847875, -73.360856), (6.849764, -73.360308), (6.848447, -73.359456), (6.848447, -73.359456), (6.84805, -73.362808), (6.84805, -73.362808), (6.84785, -73.359581), (6.84785, -73.359581), (6.848431, -73.362061), (6.848431, -73.362061), (6.848236, -73.363344), (6.848236, -73.363344), (6.848236, -73.363344), (6.847167, -73.361194), (6.848986, -73.360469), (6.848986, -73.360469), (6.84785, -73.359581), (6.848431, -73.362061), (6.847461, -73.358697), (6.847875, -73.360856), (6.849764, -73.360308), (6.849247, -73.360894), (6.849247, -73.360894), (6.848447, -73.359456), (6.848725, -73.359783), (6.84805, -73.362808), (6.848408, -73.363822), (6.847761, -73.361417), (6.849875, -73.359961), (6.849875, -73.359961), (6.849764, -73.360308), (6.847983, -73.359267), (6.848464, -73.362575), (6.847544, -73.359394), (6.848317, -73.361383), (6.847056, -73.360764), (6.847056, -73.360764), (6.849169, -73.360147), (6.849169, -73.360147), (6.849325, -73.362497), (6.848408, -73.363822), (6.848408, -73.363822), (6.847167, -73.361194), (6.847761, -73.361417), (6.849875, -73.359961), (6.849875, -73.359961), (6.847983, -73.359267), (6.847983, -73.359267), (6.848464, -73.362575), (6.848464, -73.362575), (6.216015, -75.018145), (6.832492, -73.373839), (6.832831, -73.373647), (6.832831, -73.373647), (6.832381, -73.373511), (6.832381, -73.373511), (6.832644, -73.373275), (6.832644, -73.373275), (6.832461, -73.372958), (6.832392, -73.372639), (6.832492, -73.373839), (6.832461, -73.372958), (6.832392, -73.372639), (6.832392, -73.372639), (6.850081, -73.360981), (6.849353, -73.361703), (6.849353, -73.361703), (6.848978, -73.363636), (6.848986, -73.360469), (6.849875, -73.359961), (6.848919, -73.361297), (6.850081, -73.360981), (6.849156, -73.363189), (6.849156, -73.363189), (6.849156, -73.363189), (6.849169, -73.360147), (6.849169, -73.360147), (6.849722, -73.362236), (6.849722, -73.362236), (6.847983, -73.359267), (6.848447, -73.359456), (6.849764, -73.360308), (6.849764, -73.360308), (6.849764, -73.360308), (6.849247, -73.360894), (6.8496, -73.362822), (6.8496, -73.362822), (6.848447, -73.359456), (6.848447, -73.359456), (6.850081, -73.360981), (6.848978, -73.363636), (6.848978, -73.363636), (6.848986, -73.360469), (6.848986, -73.360469), (6.848919, -73.361297), (6.848919, -73.361297), (6.850164, -73.362739), (6.848725, -73.359783), (6.849169, -73.360147), (6.849353, -73.361703), (6.849722, -73.362236), (6.849875, -73.359961), (6.849875, -73.359961), (6.849247, -73.360894), (6.849247, -73.360894), (6.8496, -73.362822), (6.850164, -73.362739), (6.848725, -73.359783), (6.848725, -73.359783), (6.847983, -73.359267), (6.847983, -73.359267), (6.848431, -73.362061), (6.847056, -73.360764), (6.849325, -73.362497), (6.848317, -73.361383), (6.847544, -73.359394), (6.84805, -73.362808), (6.847875, -73.360856), (6.847461, -73.358697), (6.847167, -73.361194), (6.848236, -73.363344), (6.84785, -73.359581), (6.848464, -73.362575), (6.848464, -73.362575), (6.847761, -73.361417), (6.847761, -73.361417), (6.848408, -73.363822), (6.848408, -73.363822), (6.847056, -73.360764), (6.847056, -73.360764), (6.849325, -73.362497), (6.849325, -73.362497), (6.848317, -73.361383), (6.848317, -73.361383), (6.847544, -73.359394), (6.847544, -73.359394), (6.84805, -73.362808), (6.84805, -73.362808), (6.847875, -73.360856), (6.847875, -73.360856), (6.847461, -73.358697), (6.847461, -73.358697), (6.847167, -73.361194), (6.847167, -73.361194), (6.848236, -73.363344), (6.848236, -73.363344), (6.848431, -73.362061), (6.848431, -73.362061), (6.84785, -73.359581), (6.84785, -73.359581), (6.848464, -73.362575), (6.847761, -73.361417), (6.848408, -73.363822), (6.881589, -73.341369), (6.881589, -73.341369)]"
205,Ocotea cuatrecasasii,[]
206,Pleurothyrium bracteatum,"[(5.5, -72.5), (5.620278, -73.729722), (5.620278, -73.729722), (5.620278, -73.729722), (5.620278, -73.729722)]"
207,Rhodostemonodaphne velutina,"[(6.83564, -73.2791), (6.008664, -73.150392), (6.008664, -73.150392), (7.049125, -72.9345), (7.039589, -72.988283), (7.039589, -72.988283), (-22.28, -48.12), (8.25, -73.33333)]"
208,Williamodendron quadrilocellatum,"[(7.6826, -76.6732), (7.6826, -76.673203), (0.0, 0.0)]"
209,Oxandra oblongifolia,"[(9.442267, -73.471283)]"
210,Magnolia calimaensis,"[(3.83, -77.17), (3.933333, -77.133331), (3.933333, -77.133331), (4.17, -77.42), (4.17, -77.42)]"
211,Magnolia cararensis,[]
212,Magnolia cespedesii,"[(4.491218, -74.310877), (5.513602, -74.336628), (5.513602, -74.336628), (5.58648, -74.327)]"
213,Magnolia chimantensis,"[(6.914639, -73.295528), (6.914028, -73.29475), (6.915833, -73.3), (6.933333, -73.333333), (5.31408, -62.1836)]"
214,Magnolia colombiana,"[(1.665661, -76.295732), (1.655823, -76.162308), (1.645353, -76.233066), (1.684887, -76.212733), (1.792547, -76.347176), (1.711937, -76.038908), (1.627223, -76.362191), (1.659944, -76.110444), (1.674444, -76.073889), (1.674444, -76.073889), (1.665, -76.141111), (1.633056, -76.105278), (1.583333, -76.0), (1.583333, -76.0), (1.583333, -76.0), (1.57074, -76.090651), (1.57074, -76.090651), (1.604574, -76.132382), (1.59843, -76.11374), (1.59843, -76.11374), (1.57074, -76.090651), (0.0, 0.0)]"
215,Magnolia coronata,"[(5.997042, -75.294803), (5.996942, -75.295101), (5.996824, -75.295209), (6.020716, -75.251219), (6.02058, -75.251273), (6.020571, -75.251346), (6.020589, -75.251445), (6.019082, -75.254052), (6.012185, -75.26612), (6.008836, -75.272018), (6.39694, -75.31472), (5.866482, -75.29643)]"
216,Magnolia espinalii,"[(6.116578, -75.41941), (6.3425, -75.680361), (6.3425, -75.680361), (6.016667, -75.466667), (6.016667, -75.466667), (6.016667, -75.466667), (6.66358, -76.01522), (6.18973, -75.55005), (6.0, -75.5), (6.139694, -75.699444), (5.750622, -76.034758), (5.750622, -76.034758), (6.083333, -75.633333), (5.733333, -76.0), (5.73, -76.0), (5.73, -76.0), (6.214611, -75.558793), (6.198877, -75.54719), (5.884401, -75.316034), (5.884401, -75.316034), (5.970938, -75.349501), (5.970938, -75.349501), (5.970938, -75.349501), (6.0605, -75.5026), (6.342861, -75.684056)]"
217,Magnolia jardinensis,"[(5.461866, -75.918465), (5.466932, -75.885467), (5.430445, -75.904533), (5.404231, -75.942594), (5.56525, -75.7905), (5.56525, -75.7905), (5.56525, -75.7905), (5.56525, -75.7905), (5.5668, -75.7929), (5.5668, -75.7929), (5.5668, -75.7929), (5.5668, -75.7929), (5.517917, -75.872056), (5.517917, -75.872056), (5.60388, -75.79694), (5.542791, -75.853663)]"
218,Magnolia katiorum,"[(6.30164, -75.419263), (7.186944, -76.486472), (7.268972, -76.433342), (7.331528, -76.483944), (7.245917, -76.422667), (7.337944, -76.468139), (7.337944, -76.468139), (7.33275, -76.473667), (7.331111, -76.483722), (6.67, -74.87), (7.410855, -76.684182), (7.25, -76.44)]"
219,Magnolia narinensis,"[(0.0, 0.0), (1.624167, -78.609722), (1.624167, -78.609722), (1.63806, -78.61705)]"
220,Magnolia polyhypsophylla,"[(6.04, -75.52), (5.709115, -73.443184), (7.02353, -75.50329), (7.079483, -75.462635), (7.25, -75.5), (0.0, 0.0), (7.155006, -75.448493), (7.155006, -75.448493), (7.155006, -75.448493), (7.09896, -75.46922), (6.9633, -75.4171), (6.9633, -75.4171), (7.00579, -75.45771), (7.03982, -75.45258)]"
221,Magnolia santanderiana,"[(7.191891, -72.817696), (7.129372, -73.05923), (7.129372, -73.05923), (7.0915, -73.044611), (7.132222, -73.029222), (7.041139, -72.983389), (7.128056, -73.019972), (7.040056, -72.988833), (7.089806, -73.043528), (7.089806, -73.043528), (7.131139, -73.020222), (7.13813, -73.01506), (7.13813, -73.01506), (7.141467, -73.023359), (7.141467, -73.023359), (7.140318, -73.023611), (7.209972, -72.9378), (7.14, -73.02), (7.209972, -72.9378), (9.566667, -73.116667), (9.566667, -73.116667)]"
222,Magnolia virolinensis,"[(6.635321, -73.770852), (4.148569, -73.820589), (7.197667, -72.462222), (6.110705, -73.196912), (5.957639, -73.251111), (5.957639, -73.251111), (5.957639, -73.251111), (5.957639, -73.251111), (5.957639, -73.251111), (5.956665, -73.275268), (5.956665, -73.275268), (5.956665, -73.275268), (6.050833, -73.0775), (6.046111, -73.078889), (6.045833, -73.079167), (6.045833, -73.078889), (6.046111, -73.078333), (6.046944, -73.077778), (6.086944, -73.054444), (6.086944, -73.054444), (6.088333, -73.052222), (6.088333, -73.052222), (6.088611, -73.052222), (6.088333, -73.051944), (5.972078, -73.158109), (5.972078, -73.158109), (6.052527, -73.175811), (5.972351, -73.166502), (6.052527, -73.175811)]"
223,Magnolia wolfii,"[(5.28286, -75.907314), (4.30623, -75.82062), (4.226095, -75.869253), (4.218611, -75.839167), (4.218611, -75.839167), (4.221667, -75.833611), (4.933333, -75.699997), (4.933333, -75.699997), (4.933333, -75.7), (4.933333, -75.7)]"
224,Piper sabaletasanum,[]
225,Piper subtomentosum,[]
226,Meliosma caucana,[]
227,Meliosma lindae,"[(6.087942, -75.628065)]"
228,Berberis carupensis,"[(4.845963, -73.615994), (4.616667, -76.051667), (5.33258, -73.92788), (5.33258, -73.92788), (5.35571, -73.90398), (0.0, 0.0)]"
229,Berberis uribei,"[(3.9238, -74.395283)]"
230,Browneopsis sanintiae,"[(4.859722, -75.883611), (4.833333, -75.883333), (4.833333, -75.883333), (4.833333, -75.883333), (4.833333, -75.883333), (4.859722, -75.883611), (4.859722, -75.883611)]"
231,Klugiodendron umbrianum,[]
232,Lonchocarpus antioquiensis,"[(6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075)]"
233,Pseudopiptadenia colombiana,[]
234,Swartzia magdalenae,"[(3.55276, -73.41058), (3.55184, -73.41141), (3.54523, -73.41864), (5.427758, -74.723844), (3.531271, -73.42175), (3.531271, -73.42175), (3.551842, -73.41141), (3.552759, -73.41058), (3.545237, -73.41864), (3.531589, -73.4219), (7.094611, -73.354639)]"
235,Zygia codonocalyx,"[(6.07075, -74.213361), (6.07075, -74.213361), (6.07075, -74.213361), (7.5, -75.33333), (7.5, -75.33333), (7.5, -75.33333), (7.5, -75.33333)]"
236,Zygia garcia-barrigae,"[(4.733441, -74.745961), (4.733441, -74.745961), (5.029207, -74.366814)]"
237,Zygia hernandezii,"[(1.6497, -76.37106), (1.736202, -76.384622), (2.037984, -75.873418), (2.019301, -75.938169), (2.22376, -75.849253), (1.871796, -76.064601), (7.412861, -77.171417), (4.809722, -74.424444)]"
238,Acanthocladus colombianus,"[(4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863)]"
239,Perrottetia colorata,"[(3.871111, -76.135833)]"
240,Hirtella maguirei,"[(2.37, -74.53), (2.377875, -74.626394)]"
241,Leptobalanus cuspidatus,"[(10.0, -74.5), (10.11389, -74.24278), (10.11389, -74.24278), (3.901155, -73.073369)]"
242,Licania cuspidata,[]
243,Licania espinae,[]
244,Parinari parvifolia,"[(9.758809, -82.663218), (10.630444, -84.038173), (10.348169, -84.356197), (-9.0, -56.0), (-9.891389, -55.995944), (5.2, -53.4), (4.11, -52.9), (-3.951047, -62.935033), (10.686111, -84.180556), (10.686111, -84.180556), (-4.433333, -62.266667), (-4.221642, -62.524372), (-4.554872, -62.454233), (8.85, -80.64), (-2.883333, -59.97), (-2.53, -59.58), (-2.883333, -59.966667), (-2.883333, -59.966667), (-2.88, -59.97), (-2.88, -59.97), (-2.88, -59.97), (8.48, -83.59), (8.480556, -83.591667), (8.46, -83.58), (8.46, -83.58), (9.72, -84.39), (9.72, -84.39), (-2.883333, -59.97), (5.25, -58.75), (5.25, -58.75), (-5.0, -63.0), (-2.416111, -59.745833), (-2.407222, -25.516667), (-2.41625, -59.74583), (-2.4072, -25.52), (-2.41, -59.73), (-2.41, -59.73), (-2.41, -59.73), (-2.41, -59.73), (-2.41, -59.73), (7.75, -60.12), (5.33, -53.0), (5.33, -53.0), (10.5, -84.0), (10.37, -84.03), (10.3747, -84.0361), (10.327778, -84.080556), (10.37, -84.04), (10.37, -84.04), (8.066934, -76.135089), (8.066934, -76.135089), (8.82, -75.85), (8.82, -75.85), (5.33333, -58.58333), (5.33333, -58.5833), (5.333333, -58.583333), (5.333333, -58.583333), (5.33, -58.58), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (3.0, -51.5), (6.2, -58.57), (3.92404, -53.23477), (8.73, -83.45), (3.91451, -53.24036), (3.92404, -53.23477)]"
245,Clusia caryophylloides,"[(7.352906, -75.392375)]"
246,Clusia diguensis,[]
247,Clusia lehmannii,"[(6.7025, -75.49722)]"
248,Clusia nervosa,[]
249,Clusia rubescens,"[(3.90111, -73.07333)]"
250,Clusia tequendamae,"[(5.158056, -76.016667), (4.5837, -74.300222)]"
251,Garcinia pulvinata,[]
252,Erythroxylum riverae,"[(6.069467, -73.227419), (6.289397, -73.150547), (6.068056, -73.23)]"
253,Acalypha inaequilatera,[]
254,Croton boavitanus,"[(6.046639, -72.667222), (6.046639, -72.667222), (6.046639, -72.667222), (6.046639, -72.667222)]"
